,attention,meditation,raw_value,timestamp
clip5,43.0,30.0,64,27.90400004386902
clip5,43.0,30.0,41,27.90400004386902
clip5,43.0,30.0,26,27.90400004386902
clip5,43.0,30.0,6,27.90499997138977
clip5,43.0,30.0,-5,27.90499997138977
clip5,43.0,30.0,-5,27.914999961853027
clip5,43.0,30.0,-7,27.91599988937378
clip5,43.0,30.0,-11,27.91599988937378
clip5,43.0,30.0,-11,27.91700005531311
clip5,43.0,30.0,6,27.91700005531311
clip5,43.0,30.0,32,27.917999982833862
clip5,43.0,30.0,36,27.917999982833862
clip5,43.0,30.0,24,27.91899991035461
clip5,43.0,30.0,22,27.91899991035461
clip5,43.0,30.0,41,27.91899991035461
clip5,43.0,30.0,71,27.94000005722046
clip5,43.0,30.0,92,27.94099998474121
clip5,43.0,30.0,83,27.941999912261963
clip5,43.0,30.0,33,27.941999912261963
clip5,43.0,30.0,-11,27.94300007820129
clip5,43.0,30.0,-41,27.94300007820129
clip5,43.0,30.0,-56,27.94400000572205
clip5,43.0,30.0,-73,27.94400000572205
clip5,43.0,30.0,-98,27.9449999332428
clip5,43.0,30.0,-126,27.9449999332428
clip5,43.0,30.0,-131,27.957000017166138
clip5,43.0,30.0,-100,27.957000017166138
clip5,43.0,30.0,-56,27.95799994468689
clip5,43.0,30.0,-27,27.95799994468689
clip5,43.0,30.0,-34,27.95899987220764
clip5,43.0,30.0,-45,27.960000038146973
clip5,43.0,30.0,-41,27.960000038146973
clip5,43.0,30.0,-27,27.960999965667725
clip5,43.0,30.0,-29,27.960999965667725
clip5,43.0,30.0,-41,27.96199989318848
clip5,43.0,30.0,-30,27.971999883651733
clip5,43.0,30.0,-13,27.971999883651733
